helka,hepro,heavd,heopd,hekdpl,hekft1,heft1,hedtcp,hekdkk,hesdt,hevalp,hesdff,hesdvt,hest,heur,hesg,hedtr,hegnn,hegn,heplan,trrund,hesaml,hehawb,hesdla,hesdl,hevalt,heknt,hekns,henas,hekdfs,hevals,heknsf,heans,henasf,heknk,henak,hekdfk,hevalk,heknkf,heank,henakf,heot,hedtop,hedtmp
NO,75000036,75,45,,,,0,,0010,0,1000,,,H,JOV,20150903,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,MOTTAKER,X,,0,0,,IN,20150902,0
NO,0,75,46,,,,20,,5116,0,,1000,O,H,JOV,20150903,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,"ARK ÅSANE, STORSENTER",X,,0,0,,IN,20151003,1
NO,75000037,75,47,,,,0,,0010,0,,,,H,JOV,20150903,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,moo,X,,0,0,,OX,0,0
NO,0,75,48,,,,0,,0010,0,,,S,H,JOV,20150903,,,,0,,,,,,0,24,*SLETTET*,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,mott,,NOK,0,0,,OX,0,0
NO,75000037,75,49,,,,0,,0010,0,,,,H,JOV,20150903,,,,1018,,BN40467,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,moo,,NOK,0,0,,OX,0,0
NO,75000037,75,50,T,,,20,,5131,0,4056,1000,O,H,JOV,20150903,,,,1018,,BN40467,,,OIL,2,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,FRITIDSGÅRDEN BERGEN AS,X,,0,0,,OX,20151015,5
NO,75000017,75,51,,,,0,,0010,0,,,,H,JOV,20150903,,,,0,,,,,,0,12,CHRISTIANIA SPIGERVERK A/S,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,mott,,NOK,0,0,,OX,0,0
NO,75000017,75,52,,,,0,,0010,0,,,,H,JOV,20150904,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,MOO,,NOK,0,0,,OX,0,0
NO,0,75,53,T,,,0,,0010,0,,,S,H,JOV,20150904,,,,0,,,,,OIL,0,24,*SLETTET*,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,MOTTAKER,X,,0,0,,OX,20150904,0
NO,0,75,54,,,,0,,0010,0,,,S,H,JOV,20150904,,,,0,,,,,,0,24,*SLETTET*,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,MOTTAKER,,NOK,0,0,,IN,0,0
NO,0,1,155543,,,,0,,0010,0,,,S,H,JOV,20150904,,,,0,,,,,,0,24,*SLETTET*,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,mott,,NOK,0,0,,IN,0,0
NO,75000019,75,56,,,,0,,0010,0,,,,H,JOV,20150907,,,,0,,,lastested,lossested,,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,mottAKER Store,,NOK,0,0,,IN,0,0
NO,75000019,75,57,,,,0,,0010,0,,,,H,JOV,20150907,,,,0,,,,,,0,12,CHRISTIANIA SPIGERVERK A/S,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,mottak,,NOK,0,0,,OX,0,0
NO,75000038,75,58,,,,0,,1330,0,,,,H,JOV,20150907,,,,1020,,AA25507,,,OIL,2,24,IL-X BUD-SERVICE A/S..,X,NOK,24,0,IL-X BUD-SERVICE A/S.,12,CHRISTIANIA SPIGERVERK A/S,X,,0,0,,IN,20150912,0
NO,0,75,60,,,,0,,5013,0,,,,H,JOV,20150907,,,,0,,,,,OIL,0,12,CHRISTIANIA SPIGERVERK A/S,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,LORRYS PLATESJAPPE,X,,0,0,,OX,20150915,0
NO,75000038,75,61,,,,0,,5260,0,,,,H,JOV,20150907,,,,1020,,AA25507,,,OIL,2,12,CHRISTIANIA SPIGERVERK A/S,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,10008584,RIEBER & SOEN A/S,X,,0,0,,OX,20150915,0
"",0,75,62,,,,0,,,0,,,,H,JOV,20150908,,,,0,,,,,,0,0,,,,0,0,,0,,,,0,0,,,20150908,0
"",75000036,75,63,,,,0,,,0,,,,H,JOV,20150908,,,,1017,,ABC123,,,,0,0,,,,0,0,,0,,,,0,0,,,20150908,0
"",0,75,64,,,,0,,,0,,,S,H,JOV,20150909,,,,0,,,,,,0,0,*SLETTET*,,,0,0,,0,,,,0,0,,,20150909,0
NO,75000038,75,65,,,,0,,5750,0,,,,H,JOV,20150909,,,,1020,,AA25507,,,OIL,2,24,IL-X BUD-SERVICE A/S..,,NOK,72,0,ANDERSEN KONTORMØBLER,0,3D CLIMB AS,X,,0,0,,IN,20150929,0
NO,75000038,75,66,,,,0,,0010,0,,,,H,JOV,20150909,,,,1020,,AA25507,,,OIL,2,12,CHRISTIANIA SPIGERVERK A/S,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,mott,X,,0,0,,IN,20150908,0
NO,75000019,75,67,,,,0,,0010,0,,,,H,JOV,20150909,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,mott,,NOK,0,0,,IN,0,0
NO,75000038,75,68,,,,0,,5014,0,4056,,,H,JOV,20150910,,,,1020,,AA25507,,,OIL,0,12,THARA IMPORT AS,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,"RAMMESERVICE,",X,,0,0,,OX,20150910,0
NO,0,75,69,,,,0,,0010,0,,,S,H,JOV,20150911,,,,0,,,,,,0,176,*SLETTET*,,NOK,27,0,STEIN KAASEN,0,MOTT,,NOK,0,0,,IN,0,0
NO,0,80,201570,,,,0,,2020,0,,,,H,JOV,20150914,,,,0,,,,,OIL,0,27,Stein Kaasen,,NOK,27,0,STEIN KAASEN,176,THARA IMPORT AS,X,NOK,0,0,,IN,0,0
NO,0,1,155538,,,,0,,0010,0,,,,H,JOV,20150915,,,,0,,,,,OIL,0,160,THARA IMPORT AS,,NOK,160,0,GERMAN LINE,0,mmm,X,,0,0,,IN,20150915,0
NO,0,75,72,,,,0,,0010,0,,,S,H,JOV,20150915,,201501987213001,,0,,,,,OIL,0,176,*SLETTET*,,NOK,76,0,AIR CONTACT CARGO A/S,0,MOTTAK,X,NOK,0,0,,IN,0,0
NO,501872,1,155534,,,,0,,95000,0,,,,H,JOV,20150920,,,,1019,,AA25507,,,OIL,2,72,IL-X BUD-SERVICE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,0,JANOTTAR,X,,0,0,,IN,20150918,0
NO,0,1,155535,,,,0,,95000,0,,,,H,JOV,20150920,,,,1019,,AA29401,,,OIL,2,72,IL-X BUD-SERVICE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,0,JANOTTAR  2,X,,0,0,,IN,20150918,0
NO,80000059,80,201569,,,,0,,0401,0,,,,H,SH,20150924,,,,975,,AB1538S,,,OIL,1,27,Stein Kaasen,,NOK,27,0,STEIN KAASEN,0,CHRISTIANIA SPIGER AVD SALG,X,,0,0,,IN,20161030,0
NO,0,1,155537,,,,0,,1010,0,,,S,H,JOV,20150924,,,,0,,,,,OIL,0,27,*SLETTET*,,NOK,1,0,SYSTEMA A/S,0,PEDER AAS,X,,0,0,,F1,20010101,0
NO,80000123,80,201568,,,,0,,80000,0,,,,H,JOV,20151006,,,,973,,PDA2,,,OIL,1,176,THARA IMPORT AS,,NOK,27,0,STEIN KAASEN,176,TEST TYSK VIA VAREADRESSE,X,,0,0,,BE,20151006,0
NO,0,82,101099,,,,0,,1000,0,,,,H,DUP,20151006,,,,0,,,,,OIL,0,176,CHRISTIANIA SPIGERVERK A/S,,,1000,0,STEIN KAASEN,24,IL-X BUD-SERVICE A/S..,X,,0,0,,SG,20150611,0
NO,0,1,155539,T,,,0,,5000,0,,,,H,JOV,20151008,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,,0,0,,OX,20151003,0
NO,0,75,73,T,,,0,,7000,0,,,S,H,,20151008,,,,0,,,,,OIL,0,24,*SLETTET*,X,NOK,24,0,IL-X BUD-SERVICE A/S.,24,AA,X,NOK,0,0,,OX,0,0
DE,0,1,155541,,,,0,,1330,0,,,,H,JOV,20151008,,,,0,,,,,OIL,0,0,LANGGATA,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S.,DI,20151008,0
NO,0,1,155542,T,,,0,,5000,0,,,,H,,20151008,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,,0,0,,OX,0,0
NO,0,75,74,,,,0,,2020,0,,,S,H,,20151008,,,,0,,,,,OIL,0,27,*SLETTET*,,NOK,27,0,STEIN KAASEN,176,THARA IMPORT AS,X,NOK,0,0,,IN,0,0
NO,0,75,75,,,,0,,2020,0,,,S,H,,20151008,,,,0,,,,,OIL,0,27,*SLETTET*,,NOK,27,0,STEIN KAASEN,176,THARA IMPORT AS,X,NOK,0,0,,IN,0,0
NO,0,75,76,,,,0,,2020,0,,,S,H,,20151008,,,,0,,,,,OIL,0,27,*SLETTET*,,NOK,27,0,STEIN KAASEN,176,THARA IMPORT AS,X,NOK,0,0,,IN,0,0
NO,0,75,77,,,,0,,2020,0,,,S,H,,20151008,,,,0,,,,,OIL,0,27,*SLETTET*,,NOK,27,0,STEIN KAASEN,176,THARA IMPORT AS,X,NOK,0,0,,IN,0,0
NO,80000059,80,201571,T,,,0,,0401,0,,,,H,JOV,20151008,,,,975,,AB1538S,,,OIL,1,72,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,12,CHRISTIANIA SPIGERVERK A/S,X,,0,0,,IN,20161030,0
NO,0,75,78,,,,0,,0010,0,,,S,H,,20151008,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,1,155544,,,,0,,0010,0,,,,H,,20151008,,,,0,,,,,OIL,0,176,THARA IMPORT AS,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,79,,,,0,,0010,0,,,S,H,,20151008,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,80,,,,0,,0010,0,,,S,H,,20151008,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,1,155545,,,,0,,0010,0,,,,H,TH,20151008,,,,0,,,,,OIL,0,176,THARA IMPORT AS,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,81,,,,0,,0010,0,,,S,H,,20151008,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,80,201572,,,,0,,1330,0,,,,H,JOV,20151008,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S..,X,NOK,24,0,IL-X BUD-SERVICE A/S.,12,CHRISTIANIA SPIGERVERK A/S,X,,0,0,,IN,0,0
NO,0,75,82,,,,0,,0010,0,,,S,H,JOV,20151008,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,1,155546,,,,0,,0010,0,,,,H,JOV,20151008,,,,0,,,,,OIL,0,176,THARA IMPORT AS,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,1,155547,,,,0,,0010,0,,,,H,JOV,20151008,,,,0,,,,,OIL,0,176,THARA IMPORT AS,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,85,,,,0,,0010,0,,,S,H,JOV,20151009,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,86,,,,0,,0010,0,,,S,H,JOV,20151009,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,87,,,,0,,0010,0,,,S,H,JOV,20151009,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,89,,,,0,,0010,0,,,S,H,JOV,20151009,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,90,,,,0,,0010,0,,,S,H,JOV,20151009,,,,0,,,,,OIL,0,176,*SLETTET*,,NOK,12,0,CHRISTIANIA SPIGERVERK A/S,0,ggg,X,NOK,0,0,,OX,0,0
NO,0,75,91,T,,,0,,5000,0,4056,,,H,JOV,20151009,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,,0,0,,OX,20151003,0
NO,0,1,155549,T,,,0,,4056,0,,,,H,DUP,20151009,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,,0,0,,SG,20151003,0
NO,0,1,155550,,,,0,,4056,0,,,,H,JOV,20150910,,,,0,,,,,OIL,0,50,THARA IMPORT AS,,DKK,50,0,VOLVO BM MASKIN A/S,0,GGG,X,,0,0,,SG,20150910,0
NO,0,1,155551,,,,0,,4056,0,,,,H,DUP,20150903,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S..,,NOK,1,0,SYSTEMA A/S,0,MOTT,X,NOK,0,0,,SG,0,0
NO,0,75,92,T,,,0,,5000,0,4056,,,H,JOV,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,,0,0,,OX,20161010,0
NO,0,1,155552,T,,,0,,4056,0,,,S,H,JOV,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,PG,0,0
NO,0,1,155553,T,,,0,,4056,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,PG,0,0
NO,0,1,155554,T,,,0,,4056,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,PG,0,0
NO,0,1,155555,T,,,0,,4056,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,PG,0,0
NO,0,1,155556,T,,,0,,4056,0,,,,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,PG,20151015,0
NO,75000036,75,93,T,,,0,,5000,0,4056,5918,,H,JOV,20151012,,,,1017,,ABC123,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155557,T,,,0,,4056,0,,,,H,JOV,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,Systema,2,IL-X BUD-SERVICE A/S,X,,0,0,,OX,20151015,0
NO,0,1,155558,T,,,0,,4056,0,,,S,H,JOV,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155559,T,,,0,,5000,0,,,S,H,JOV,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155560,T,,,0,,4056,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155561,T,,,0,,5000,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155562,T,,,0,,4056,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155563,T,,,0,,5000,0,,,S,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,*SLETTET*,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155564,T,,,0,,4056,0,,,,H,TH,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155565,T,,,0,,5000,0,,,,H,DUP,20151012,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,20151015,0
NO,0,1,155566,T,,,0,,6518,0,,,,H,DUP,20150506,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S,,NOK,1,0,SYSTEMA A/S,72,ANDRESEN KONTORMØBLER,X,NOK,0,0,,IN,20150428,0
NO,0,1,155567,T,,,0,,0165,0,,,,H,DUP,20150506,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S,,NOK,1,0,SYSTEMA A/S,72,ANDRESEN KONTORMØBLER,X,NOK,0,0,,IN,20150428,0
NO,0,75,94,T,,,0,,0572,0,4056,5918,,H,JOV,20151015,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S..,,NOK,24,0,IL-X BUD-SERVICE A/S.,27,STEIN KAASEN,,NOK,27,0,STEIN KAASEN,IN,20151015,0
NO,0,1,155568,,,,0,,0572,0,,,S,H,JOV,20151015,,,,0,,,,,,0,24,*SLETTET*,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151015,0
NO,0,1,155569,,,,0,,6518,0,,,S,H,JOV,20151015,,,,0,,,,,VAL,0,24,*SLETTET*,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,,0,0,,IN,20151015,0
NO,0,1,155570,,,,0,,6518,0,,,S,H,JOV,20151015,,,,0,,,,,,0,24,*SLETTET*,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151015,0
NO,0,1,155571,,,,0,,0572,0,,,S,H,JOV,20151015,,,,0,,,,,,0,24,*SLETTET*,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151015,0
NO,0,1,155572,,,,0,,4056,0,,,,H,DUP,20151015,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151015,0
NO,0,1,155573,,,,0,,0572,0,,,,H,TH,20151015,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151015,0
NO,0,75,95,,,,0,,0572,0,4056,6518,,H,JOV,20151020,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S..,,NOK,76,0,AIR CONTACT CARGO A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20161110,0
NO,0,1,155574,,,,0,,4056,0,,,,H,DUP,20151020,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S..,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151020,0
NO,0,1,155575,,,,0,,0572,0,,,,H,JOV,20151020,,,,0,,,,,VAL,0,24,IL-X BUD-SERVICE A/S..,,NOK,1,0,SYSTEMA A/S,27,STEIN KAASEN,X,NOK,0,0,,IN,20151020,0
"",0,1,155577,,,,0,,,0,,,,H,XML,20151020,,,,0,,,,,,0,1,,,,1,0,,0,,X,,0,0,,,20151020,0
"",0,1,155578,,,,0,,,0,,,,H,XML,20151020,,,,0,,,,,,0,1,shipper name1,,,1,0,,0,delivery name1,X,,0,0,,,20151020,0
"",0,1,155579,,,,0,,,0,,,,H,XML,20151020,,,,0,,,,,,0,1,shipper name1,,,1,0,,0,delivery name1,X,,0,0,,,20151020,0
NL,0,1,155580,,,,0,,ANR,0,,,,H,XML,20151020,,,,0,,,,,VAL,0,1,shipper name1,,NOK,1,0,SYSTEMA A/S,0,delivery name1,X,,0,0,,IN,20151230,0
NL,0,1,155581,,,,0,,deliv,0,,,,H,XML,20151020,,,,0,,,,,,0,1,shipper name1,,,1,0,,0,delivery name1,X,,0,0,,,20151020,0
NO,501146,1,155582,,,,20,,1000,0,0001,1330,O,A,SH,20151022,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151022,1
NO,501146,1,155583,,,,0,,1000,0,0001,1330,G,A,SH,20151022,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151022,0
NO,75000037,75,96,T,,,0,,5000,0,,,,H,JOV,20151022,,,,1018,,BN40467,,TOMTEKAIA,OIL,2,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,NOK,0,0,,OX,0,0
NO,0,75,97,T,,,0,,5000,0,,,,H,JOV,20151023,,,,0,,,,TOMTEKAIA,OIL,0,1,JAN OTTAR VALDERHAUG,,NOK,1,0,SYSTEMA A/S,2,IL-X BUD-SERVICE A/S,X,,0,0,,OX,20151003,0
NO,0,75,98,T,,,0,,0165,0,,,,H,JOV,20151023,,,,0,,,,,OIL,0,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S.,72,ANDRESEN KONTORMØBLER,X,,0,0,,IN,20151023,0
NO,501146,1,155584,,,,20,,1000,0,0001,1330,O,A,SH,20151023,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151023,1
NO,501146,1,155585,,,,20,,1000,0,0001,1330,O,A,SH,20151023,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151023,6
NO,501146,1,155586,,,,20,,1000,0,0001,1330,O,A,SH,20151023,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151023,6
NO,501146,1,155587,,,,20,,1000,0,0001,1330,O,A,SH,20151023,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151023,1
NO,501146,1,155588,,,,20,,1000,0,0001,1330,O,A,SH,20151023,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151023,1
NO,501146,1,155589,,,,20,,1000,0,0001,1330,O,A,SH,20151027,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151027,6
NL,0,1,155590,,,,0,,Frede,0,,,,H,XML,20151028,,,,0,,,,,,0,1,Monster c/o Aramex,,,1,0,,0,Tangent A/S c/o ELP,X,,0,0,,,20151028,0
NL,0,1,155591,,,,0,,Rande,0,,,,H,XML,20151028,,,,0,,,,,,0,1,Flexcon Europe Ltd,,,1,0,,0,Limo Labels AS,X,,0,0,,,20151028,0
NL,0,1,155592,,,,0,,Holst,0,,,,H,XML,20151028,,,,0,,,,,,0,1,Plastopil,,,1,0,,0,Faerch Plast,X,,0,0,,,20151028,0
CH,0,1,155593,,,,0,,VEJLE,0,,,,H,XML,20151028,,,,0,,,,,,0,1,FIRMENICH SA - Meyrin-Satigny,,,1,0,,0,FERTIN PHARMA A/S,X,,0,0,,,20151028,0
NL,0,1,155594,,,,0,,FREDE,0,,,,H,XML,20151028,,,,0,,,,,,0,1,Dicar B.V.,,,1,0,,0,DS SMITH PACKAGING,X,,0,0,,,20151028,0
NO,0,1,155595,,,,20,,9900,0,,,O,H,XML,20151028,,,,0,,,,,VAL,0,1,CLIMATECH INTERNATIONAL SA,,EUR,1,0,SYSTEMA A/S,0,ARMADAN A/S,X,,0,0,,IN,20150925,1
NO,501146,1,155596,,,,20,,1000,0,0001,1330,O,A,SH,20151104,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,30,AVIS BILUTLEIE A/S,,NOK,30,0,LINJEGODS A/S,FT,20151104,1
NO,501146,1,155597,,,,20,,1000,0,0001,1330,O,A,SH,20151104,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151104,1
NO,0,1,155598,T,,,0,,1430,0,,,,H,TH,20151106,,,,0,,,,,OIL,0,27,Stein Kaasen,,NOK,27,0,STEIN KAASEN,24,PEDER AAS,,NOK,24,0,IL-X BUD-SERVICE A/S.,IN,20151106,0
